PWVmidTim,Tdelay
20170213/0715,2100.6
20170213/0745,2102.8
20170213/0815,2104.2
20170213/0845,2102.8
20170213/0915,2102.2
20170213/0945,2101.3
20170213/1015,2099.4
20170213/1045,2100.1
20170213/1115,2101.1
20170213/1145,2099.8
20170213/1215,2100.6
20170213/1245,2101.1
20170213/1315,2099.6
20170213/1345,2101.0
20170213/1415,2102.1
20170213/1445,2102.2
20170213/1515,2102.3
20170213/1545,2101.1
20170213/1615,2103.4
20170213/1645,2107.0
20170213/1715,2105.1
20170213/1745,2103.1
20170213/1815,2102.6
20170213/1845,2103.6
20170213/1915,2104.8
20170213/1945,2105.8
20170213/2015,2107.1
20170213/2045,2104.4
20170213/2115,2104.2
20170213/2145,2106.4
20170213/2215,2105.5
20170213/2245,2105.9
20170213/2315,2107.3
20170213/2345,2108.7
20170216/0015,2112.4
20170216/0045,2109.4
20170216/0115,2111.2
20170216/0145,2112.2
20170216/0215,2113.7
20170216/0245,2112.4
20170216/0315,2112.3
20170216/0345,2112.1
20170216/0415,2110.6
20170216/0445,2110.8
20170216/0515,2111.2
20170216/0545,2110.0
20170216/0615,2107.8
20170216/0645,2109.0
20170216/0715,2107.2
20170216/0745,2108.6
20170216/0815,2111.3
20170216/0845,2109.6
20170216/0915,2109.4
20170216/0945,2109.7
20170216/1015,2109.9
20170216/1045,2111.1
20170216/1115,2111.2
20170216/1145,2111.2
20170216/1215,2112.6
20170216/1245,2113.4
20170216/1315,2114.5
20170216/1345,2115.3
20170216/1415,2115.8
20170216/1445,2118.9
20170216/1515,2119.4
20170216/1545,2116.1
20170216/1615,2118.2
20170216/1645,2120.9
20170216/1715,2119.8
20170216/1745,2119.0
20170216/1815,2117.9
20170216/1845,2117.1
20170216/1915,2118.2
20170216/1945,2119.7
20170216/2015,2117.6
20170216/2045,2115.6
20170216/2115,2115.8
20170216/2145,2115.0
20170216/2215,2114.2
20170216/2245,2115.9
20170216/2315,2115.2
20170216/2345,2114.0
20170217/0015,2112.5
20170217/0045,2110.1
20170217/0115,2110.3
20170217/0145,2112.8
20170217/0215,2114.9
20170217/0245,2113.2
20170217/0315,2110.8
20170217/0345,2110.6
20170217/0415,2112.3
20170217/0445,2112.4
20170217/0515,2113.1
20170217/0545,2113.7
20170217/0615,2113.1
20170217/0645,2114.3
20170217/0715,2114.1
20170217/0745,2115.4
20170217/0815,2117.5
20170217/0845,2116.7
20170217/0915,2114.8
20170217/0945,2112.8
20170217/1015,2112.6
20170217/1045,2115.0
20170217/1115,2114.1
20170217/1145,2111.8
20170217/1215,2112.2
20170217/1245,2111.9
20170217/1315,2110.6
20170217/1345,2111.3
20170217/1415,2112.8
20170217/1445,2112.9
20170217/1515,2111.9
20170217/1545,2109.8
20170217/1615,2111.8
20170217/1645,2113.2
20170217/1715,2111.6
20170217/1745,2111.1
20170217/1815,2112.2
20170217/1845,2112.7
20170217/1915,2114.3
20170217/1945,2113.4
20170217/2015,2111.7
20170217/2045,2114.1
20170217/2115,2114.1
20170217/2145,2113.1
20170217/2215,2112.8
20170217/2245,2112.4
20170217/2315,2111.2
20170217/2345,2110.5
20170220/0015,2126.8
20170220/0045,2126.2
20170220/0115,2127.8
20170220/0145,2130.4
20170220/0215,2131.2
20170220/0245,2133.7
20170220/0315,2135.8
20170220/0345,2136.5
20170220/0415,2136.3
20170220/0445,2137.8
20170220/0515,2139.6
20170220/0545,2139.6
20170220/0615,2138.2
20170220/0645,2138.2
20170220/0715,2141.6
20170220/0745,2144.3
20170220/0815,2143.2
20170220/0845,2141.1
20170220/0915,2140.2
20170220/0945,2139.7
20170220/1015,2141.7
20170220/1045,2142.8
20170220/1115,2141.7
20170220/1145,2141.3
20170220/1215,2139.6
20170220/1245,2139.8
20170220/1315,2140.9
20170220/1345,2140.3
20170220/1415,2139.8
20170220/1445,2139.7
20170220/1515,2139.4
20170220/1545,2144.3
20170220/1615,2148.3
20170220/1645,2147.9
20170220/1715,2147.9
20170220/1745,2146.2
20170220/1815,2144.7
20170220/1845,2149.0
20170220/1915,2154.5
20170220/1945,2153.0
20170220/2015,2150.4
20170220/2045,2151.1
20170220/2115,2150.1
20170220/2145,2149.7
20170220/2215,2144.8
20170220/2245,2135.6
20170220/2315,2132.6
20170220/2345,2131.6
20170221/0015,2132.9
20170221/0045,2138.4
20170221/0115,2144.9
20170221/0145,2147.2
20170221/0215,2147.8
20170221/0245,2150.8
20170221/0315,2149.1
20170221/0345,2145.2
20170221/0415,2135.9
20170221/0445,2129.5
20170221/0515,2136.0
20170221/0545,2140.9
20170221/0615,2138.2
20170221/0645,2138.0
20170221/0715,2134.6
20170221/0745,2131.1
20170221/0815,2136.3
20170221/0845,2134.7
20170221/0915,2129.7
20170221/0945,2132.1
20170221/1015,2136.5
20170221/1045,2134.8
20170221/1115,2127.7
20170221/1145,2129.4
20170221/1215,2134.8
20170221/1245,2131.1
20170221/1315,2129.4
20170221/1345,2128.2
20170221/1415,2126.6
20170221/1445,2129.9
20170221/1515,2131.8
20170221/1545,2130.5
20170221/1615,2131.1
20170221/1645,2131.4
20170221/1715,2130.5
20170221/1745,2128.8
20170221/1815,2128.1
20170221/1845,2130.6
20170221/1915,2133.1
20170221/1945,2131.1
20170221/2015,2130.1
20170221/2045,2132.8
20170221/2115,2134.2
20170221/2145,2134.1
20170221/2215,2135.5
20170221/2245,2138.8
20170221/2315,2140.4
20170221/2345,2138.8
20170224/0015,2137.7
20170224/0045,2136.8
20170224/0115,2135.9
20170224/0145,2135.8
20170224/0215,2138.2
20170224/0245,2137.6
20170224/0315,2135.1
20170224/0345,2132.9
20170224/0415,2132.8
20170224/0445,2132.6
20170224/0515,2131.3
20170224/0545,2131.6
20170224/0615,2131.8
20170224/0645,2128.9
20170224/0715,2130.4
20170224/0745,2131.8
20170224/0815,2128.9
20170224/0845,2127.8
20170224/0915,2128.4
20170224/0945,2129.9
20170224/1015,2130.2
20170224/1045,2128.6
20170224/1115,2130.3
20170224/1145,2128.1
20170224/1215,2124.7
20170224/1245,2123.8
20170224/1315,2123.7
20170224/1345,2123.8
20170224/1415,2125.4
20170224/1445,2127.6
20170224/1515,2124.0
20170224/1545,2124.4
20170224/1615,2127.7
20170224/1645,2130.2
20170224/1715,2131.3
20170224/1745,2130.9
20170224/1815,2133.4
20170224/1845,2136.2
20170224/1915,2138.6
20170224/1945,2137.9
20170224/2015,2139.8
20170224/2045,2142.8
20170224/2115,2143.9
20170224/2145,2146.2
20170224/2215,2145.8
20170224/2245,2144.9
20170224/2315,2145.7
20170224/2345,2144.6
20170225/0015,2141.2
20170225/0045,2141.5
20170225/0115,2139.1
20170225/0145,2136.1
20170225/0215,2138.4
20170225/0245,2138.8
20170225/0315,2135.9
20170225/0345,2133.6
20170225/0415,2132.8
20170225/0445,2132.9
20170225/0515,2134.9
20170225/0545,2135.9
20170225/0615,2137.2
20170225/0645,2139.4
20170225/0715,2142.2
20170225/0745,2145.0
20170225/0815,2145.0
20170225/0845,2143.4
20170225/0915,2143.1
20170225/0945,2144.8
20170225/1015,2148.9
20170225/1045,2148.9
20170225/1115,2146.2
20170225/1145,2145.4
20170225/1215,2145.6
20170225/1245,2145.1
20170225/1315,2143.2
20170225/1345,2139.8
20170225/1415,2141.2
20170225/1445,2145.8
20170225/1515,2144.2
20170225/1545,2146.5
20170225/1615,2151.7
20170225/1645,2152.6
20170225/1715,2153.9
20170225/1745,2157.6
20170225/1815,2160.9
20170225/1845,2162.9
20170225/1915,2162.9
20170225/1945,2167.3
20170225/2015,2172.4
20170225/2045,2171.9
20170225/2115,2170.2
20170225/2145,2170.4
20170225/2215,2171.5
20170225/2245,2174.8
20170225/2315,2179.4
20170225/2345,2179.1
20170226/0015,2177.9
20170226/0045,2178.6
20170226/0115,2180.8
20170226/0145,2183.1
20170226/0215,2184.8
20170226/0245,2186.0
20170226/0315,2185.7
20170226/0345,2187.1
20170226/0415,2189.1
20170226/0445,2189.8
20170226/0515,2189.6
20170226/0545,2190.6
20170226/0615,2193.9
20170226/0645,2194.6
20170226/0715,2196.7
20170226/0745,2197.2
20170226/0815,2194.6
20170226/0845,2192.6
20170226/0915,2192.3
20170226/0945,2192.2
20170226/1015,2191.7
20170226/1045,2190.3
20170226/1115,2189.2
20170226/1145,2188.8
20170226/1215,2187.9
20170226/1245,2188.3
20170226/1315,2189.6
20170226/1345,2188.6
20170226/1415,2188.9
20170226/1445,2190.2
20170226/1515,2184.9
20170226/1545,2181.0
20170226/1615,2178.4
20170226/1645,2175.4
20170226/1715,2175.9
20170226/1745,2175.6
20170226/1815,2175.9
20170226/1845,2176.5
20170226/1915,2175.4
20170226/1945,2169.3
20170226/2015,2164.2
20170226/2045,2163.2
20170226/2115,2158.2
20170226/2145,2155.9
20170226/2215,2157.5
20170226/2245,2159.1
20170226/2315,2157.1
20170226/2345,2152.8
20170227/0015,2150.3
20170227/0045,2149.9
20170227/0115,2152.9
20170227/0145,2154.3
20170227/0215,2155.1
20170227/0245,2155.7
20170227/0315,2156.6
20170227/0345,2150.8
20170227/0415,2145.5
20170227/0445,2146.4
20170227/0515,2144.8
20170227/0545,2143.8
20170227/0615,2143.6
20170227/0645,2145.7
20170227/0715,2150.1
20170227/0745,2148.8
20170227/0815,2144.6
20170227/0845,2142.6
20170227/0915,2142.5
20170227/0945,2144.1
20170227/1015,2144.5
20170227/1045,2143.1
20170227/1115,2140.2
20170227/1145,2143.2
20170227/1215,2146.0
20170227/1245,2145.6
20170227/1315,2148.9
20170227/1345,2151.1
20170227/1415,2153.6
20170227/1445,2154.1
20170227/1515,2151.3
20170227/1545,2152.2
20170227/1615,2153.3
20170227/1645,2152.7
20170227/1715,2150.9
20170227/1745,2149.4
20170227/1815,2149.1
20170227/1845,2150.2
20170227/1915,2148.1
20170227/1945,2146.9
20170227/2015,2149.9
20170227/2045,2150.5
20170227/2115,2149.9
20170227/2145,2151.5
20170227/2215,2153.5
20170227/2245,2156.8
20170227/2315,2155.6
20170227/2345,2153.5
20170228/0015,2155.8
20170228/0045,2153.5
20170228/0115,2147.9
20170228/0145,2147.9
20170228/0215,2146.1
20170228/0245,2141.2
20170228/0315,2139.9
20170228/0345,2141.6
20170228/0415,2141.9
20170228/0445,2139.2
20170228/0515,2135.8
20170228/0545,2135.5
20170228/0715,2139.3
20170228/0745,2137.3
20170228/0815,2132.0
20170228/0845,2125.9
20170228/1115,2128.9
20170228/1145,2127.9
20170228/1215,2125.7
20170228/1245,2131.7
20170228/1315,2134.4
20170228/1345,2134.8
20170228/1415,2135.3
20170228/1445,2133.8
20170228/1515,2131.9
20170228/1545,2134.5
20170228/1615,2139.4
20170228/1645,2137.5
20170228/1715,2135.8
20170228/1745,2134.9
20170228/1815,2136.7
20170228/1845,2140.9
20170228/1915,2147.3
20170228/1945,2148.5
20170228/2015,2145.3
20170228/2045,2147.3
20170228/2115,2149.2
20170228/2145,2147.0
20170228/2215,2144.4
20170228/2245,2144.2
20170228/2315,2144.3
20170228/2345,2143.8
20170301/0015,2136.2
20170301/0045,2139.8
20170301/0115,2141.8
20170301/0145,2141.2
20170301/0215,2140.8
20170301/0245,2139.2
20170301/0315,2138.6
20170301/0345,2141.9
20170301/0415,2144.2
20170301/0445,2143.8
20170301/0515,2144.6
20170301/0545,2145.8
20170301/0615,2145.8
20170301/0645,2145.9
20170301/0715,2145.4
20170301/0745,2141.8
20170301/0815,2140.4
20170301/0845,2140.3
20170301/0915,2140.6
20170301/0945,2142.6
20170301/1015,2144.3
20170301/1045,2145.9
20170301/1115,2145.8
20170301/1145,2144.9
20170301/1215,2146.6
20170301/1245,2146.3
20170301/1315,2142.3
20170301/1345,2142.7
20170301/1415,2143.6
20170301/1445,2142.2
20170301/1515,2142.1
20170301/1545,2142.3
20170301/1615,2140.4
20170301/1645,2138.8
20170301/1715,2141.6
20170301/1745,2141.6
20170301/1815,2139.3
20170301/1845,2138.1
20170301/1915,2136.3
20170301/1945,2133.7
20170301/2015,2132.4
20170301/2045,2136.8
20170301/2115,2138.8
20170301/2145,2136.9
20170301/2215,2136.7
20170301/2245,2137.8
20170301/2315,2139.4
20170301/2345,2139.1
20170302/0015,2140.8
20170302/0045,2142.4
20170302/0115,2144.3
20170302/0145,2146.2
20170302/0215,2147.6
20170302/0245,2148.2
20170302/0315,2148.9
20170302/0345,2149.2
20170302/0415,2147.1
20170302/0445,2146.2
20170302/0515,2146.8
20170302/0545,2149.9
20170302/0615,2152.7
20170302/0645,2154.8
20170302/0715,2156.6
20170302/0745,2155.1
20170302/0815,2155.7
20170302/0845,2154.8
20170302/0915,2154.8
20170302/0945,2153.9
20170302/1015,2149.1
20170302/1045,2147.7
20170302/1115,2147.0
20170302/1145,2143.2
20170302/1215,2143.4
20170302/1245,2146.9
20170302/1315,2147.1
20170302/1345,2154.8
20170302/1415,2155.5
20170302/1445,2146.4
20170302/1515,2145.8
20170302/1545,2148.9
20170302/1615,2150.2
20170302/1645,2153.6
20170302/1715,2158.7
20170302/1745,2159.3
20170302/1815,2158.4
20170302/1845,2155.4
20170302/1915,2151.6
20170302/1945,2157.7
20170302/2015,2162.6
20170302/2045,2156.4
20170302/2115,2149.4
20170302/2145,2151.1
20170302/2215,2152.4
20170302/2245,2151.7
20170302/2315,2152.2
20170302/2345,2150.8
20170303/0015,2151.6
20170303/0045,2153.6
20170303/0115,2152.0
20170303/0145,2149.5
20170303/0215,2149.8
20170303/0245,2148.3
20170303/0315,2147.9
20170303/0345,2148.3
20170303/0415,2146.8
20170303/0445,2145.2
20170303/0515,2147.6
20170303/0545,2150.0
20170303/0615,2149.8
20170303/0645,2152.7
20170303/0715,2151.6
20170303/0745,2149.1
20170303/0815,2150.3
20170303/0845,2149.3
20170303/0915,2148.2
20170303/0945,2150.1
20170303/1015,2149.1
20170303/1045,2148.6
20170303/1115,2152.4
20170303/1145,2154.8
20170303/1215,2158.2
20170303/1245,2160.2
20170303/1315,2158.7
20170303/1345,2161.2
20170303/1415,2159.7
20170303/1445,2156.6
20170303/1515,2158.6
20170303/1545,2161.7
20170303/1615,2164.6
20170303/1645,2157.4
20170303/1715,2149.9
20170303/1745,2153.6
20170303/1815,2156.9
20170303/1845,2155.8
20170303/1915,2151.9
20170303/1945,2149.9
20170303/2015,2152.8
20170303/2045,2154.7
20170303/2115,2155.9
20170303/2145,2156.9
20170303/2215,2155.1
20170303/2245,2151.3
20170303/2315,2147.5
20170303/2345,2146.8
20170304/0015,2147.4
20170304/0045,2144.3
20170304/0115,2141.2
20170304/0145,2140.1
20170304/0215,2137.1
20170304/0245,2133.7
20170304/0315,2129.8
20170304/0345,2124.7
20170304/0415,2122.3
20170304/0445,2121.9
20170304/0515,2119.1
20170304/0545,2116.2
20170304/0615,2113.0
20170304/0645,2114.5
20170304/0715,2116.9
20170304/0745,2115.8
20170304/0815,2114.4
20170304/0845,2114.6
20170304/0915,2114.4
20170304/0945,2115.2
20170304/1015,2116.3
20170304/1045,2115.8
20170304/1115,2118.0
20170304/1145,2118.4
20170304/1215,2116.6
20170304/1245,2118.2
20170304/1315,2119.6
20170304/1345,2123.2
20170304/1415,2124.2
20170304/1445,2118.2
20170304/1515,2119.7
20170304/1545,2124.9
20170304/1615,2127.2
20170304/1645,2125.4
20170304/1715,2124.2
20170304/1745,2125.9
20170304/1815,2127.0
20170304/1845,2127.6
20170304/1915,2127.3
20170304/1945,2127.1
20170304/2015,2126.4
20170304/2045,2123.4
20170304/2115,2122.3
20170304/2145,2122.7
20170304/2215,2118.9
20170304/2245,2118.1
20170304/2315,2119.9
20170304/2345,2118.1
20170305/0015,2116.8
20170305/0045,2119.2
20170305/0115,2119.7
20170305/0145,2117.2
20170305/0215,2116.4
20170305/0245,2116.3
20170305/0315,2116.2
20170305/0345,2116.2
20170305/0415,2117.3
20170305/0445,2118.3
20170305/0515,2119.1
20170305/0545,2120.9
20170305/0615,2121.8
20170305/0645,2122.6
20170305/0715,2119.8
20170305/0745,2116.9
20170305/0815,2116.7
20170305/0845,2116.9
20170305/0915,2117.3
20170305/0945,2118.4
20170305/1015,2117.3
20170305/1045,2114.9
20170305/1115,2114.5
20170305/1145,2113.2
20170305/1215,2113.5
20170305/1245,2115.4
20170305/1315,2115.1
20170305/1345,2116.8
20170305/1415,2115.2
20170305/1445,2111.8
20170305/1515,2113.9
20170305/1545,2114.7
20170305/1615,2113.9
20170305/1645,2113.2
20170305/1715,2112.1
20170305/1745,2112.4
20170305/1815,2112.9
20170305/1845,2110.4
20170305/1915,2109.5
20170305/1945,2111.0
20170305/2015,2110.9
20170305/2045,2110.4
20170305/2115,2110.8
20170305/2145,2110.7
20170305/2215,2110.9
20170305/2245,2112.1
20170305/2315,2111.0
20170305/2345,2109.2
20170306/0015,2109.1
20170306/0045,2109.2
20170306/0115,2109.5
20170306/0145,2109.2
20170306/0215,2108.7
20170306/0245,2109.4
20170306/0315,2108.2
20170306/0345,2107.1
20170306/0415,2108.1
20170306/0445,2107.6
20170306/0515,2106.9
20170306/0545,2106.4
20170306/0615,2106.6
20170306/0645,2107.7
20170306/0715,2107.9
20170306/0745,2107.0
20170306/0815,2105.2
20170306/0845,2104.6
20170306/0915,2105.4
20170306/0945,2106.4
20170306/1015,2104.6
20170306/1045,2101.9
20170306/1115,2099.2
20170306/1145,2099.2
20170306/1215,2103.7
20170306/1245,2104.9
20170306/1315,2105.6
20170306/1345,2108.6
20170306/1415,2107.8
20170306/1445,2105.4
20170306/1515,2105.6
20170306/1545,2106.1
20170306/1615,2107.9
20170306/1645,2106.4
20170306/1715,2104.2
20170306/1745,2104.6
20170306/1815,2105.2
20170306/1845,2104.6
20170306/1915,2105.1
20170306/1945,2109.8
20170306/2015,2109.4
20170306/2045,2108.3
20170306/2115,2111.2
20170306/2145,2112.9
20170306/2215,2114.9
20170306/2245,2115.1
20170306/2315,2112.7
20170306/2345,2111.4
20170307/0015,2112.1
20170307/0045,2113.6
20170307/0115,2113.5
20170307/0145,2113.6
20170307/0215,2114.6
20170307/0245,2116.7
20170307/0315,2117.4
20170307/0345,2116.7
20170307/0415,2119.3
20170307/0445,2119.4
20170307/0515,2116.8
20170307/0545,2117.4
20170307/0615,2119.1
20170307/0645,2119.8
20170307/0715,2116.8
20170307/0745,2113.8
20170307/0815,2114.6
20170307/0845,2116.2
20170307/0915,2116.9
20170307/0945,2116.7
20170307/1015,2116.2
20170307/1045,2116.3
20170307/1115,2117.0
20170307/1145,2116.7
20170307/1215,2118.0
20170307/1245,2118.4
20170307/1315,2118.4
20170307/1345,2120.2
20170307/1415,2117.4
20170307/1445,2116.4
20170307/1515,2118.4
20170307/1545,2114.9
20170307/1615,2113.4
20170307/1645,2112.4
20170307/1715,2106.9
20170307/1745,2105.2
20170307/1815,2106.1
20170307/1845,2107.2
20170307/1915,2106.8
20170307/1945,2103.6
20170307/2015,2105.5
20170307/2045,2109.2
20170307/2115,2109.1
20170307/2145,2108.2
20170307/2215,2109.8
20170307/2245,2113.6
20170307/2315,2113.9
20170307/2345,2110.6
20170308/0015,2109.4
20170308/0045,2108.7
20170308/0115,2106.4
20170308/0145,2111.0
20170308/0215,2116.6
20170308/0245,2115.3
20170308/0315,2115.8
20170308/0345,2115.4
20170308/0415,2112.9
20170308/0445,2109.2
20170308/0515,2106.2
20170308/0545,2106.0
20170308/0615,2106.8
20170308/0645,2109.0
20170308/0715,2109.7
20170308/0745,2110.7
20170308/0815,2111.8
20170308/0845,2111.6
20170308/0915,2114.4
20170308/0945,2117.4
20170308/1015,2116.2
20170308/1045,2122.3
20170308/1115,2128.3
20170308/1145,2127.2
20170308/1215,2133.1
20170308/1245,2137.9
20170308/1315,2139.1
20170308/1345,2139.4
20170308/1415,2138.5
20170308/1445,2138.2
20170308/1515,2140.0
20170308/1545,2139.1
20170308/1615,2137.3
20170308/1645,2137.2
20170308/1715,2137.0
20170308/1745,2139.1
20170308/1815,2141.3
20170308/1845,2139.8
20170308/1915,2139.1
20170308/1945,2142.7
20170308/2015,2146.2
20170308/2045,2146.8
20170308/2115,2146.0
20170308/2145,2147.8
20170308/2215,2149.8
20170308/2245,2148.3
20170308/2315,2148.1
20170308/2345,2152.1
20170309/0015,2151.9
20170309/0045,2150.3
20170309/0115,2150.8
20170309/0145,2151.5
20170309/0215,2151.5
20170309/0245,2150.1
20170309/0315,2148.5
20170309/0345,2146.9
20170309/0415,2147.7
20170309/0445,2147.5
20170309/0515,2147.4
20170309/0545,2148.1
20170309/0615,2147.6
20170309/0645,2148.8
20170309/0715,2148.2
20170309/0745,2147.1
20170309/0815,2148.2
20170309/0845,2150.3
20170309/0915,2150.4
20170309/0945,2148.2
20170309/1015,2148.0
20170309/1045,2148.8
20170309/1115,2148.4
20170309/1145,2147.0
20170309/1215,2148.9
20170309/1245,2150.2
20170309/1315,2151.2
20170309/1345,2152.4
20170309/1415,2152.6
20170309/1445,2152.0
20170309/1515,2148.9
20170309/1545,2147.6
20170309/1615,2148.8
20170309/1645,2150.8
20170309/1715,2150.6
20170309/1745,2150.9
20170309/1815,2151.1
20170309/1845,2148.8
20170309/1915,2151.9
20170309/1945,2156.5
20170309/2015,2158.2
20170309/2045,2158.3
20170309/2115,2152.6
20170309/2145,2151.6
20170309/2215,2154.6
20170309/2245,2159.9
20170309/2315,2168.4
20170309/2345,2167.9
20170310/0015,2163.8
20170310/0045,2162.0
20170310/0115,2163.8
20170310/0145,2168.4
20170310/0215,2166.9
20170310/0245,2161.8
20170310/0315,2160.5
20170310/0345,2161.6
20170310/0415,2161.7
20170310/0445,2160.3
20170310/0515,2161.1
20170310/0545,2157.6
20170310/0615,2153.7
20170310/0645,2154.6
20170310/0715,2153.5
20170310/0745,2154.4
20170310/0815,2152.2
20170310/0845,2148.1
20170310/0915,2143.9
20170310/0945,2140.1
20170310/1015,2142.0
20170310/1045,2143.4
20170310/1115,2143.4
20170310/1145,2148.2
20170310/1215,2145.2
20170310/1245,2139.7
20170310/1315,2141.4
20170310/1345,2140.8
20170310/1415,2138.4
20170310/1445,2133.4
20170310/1515,2129.5
20170310/1545,2126.1
20170310/1615,2126.1
20170310/1645,2127.8
20170310/1715,2126.1
20170310/1745,2124.9
20170310/1815,2121.0
20170310/1845,2117.2
20170310/1915,2113.4
20170310/1945,2113.8
20170310/2015,2114.5
20170310/2045,2110.4
20170310/2115,2112.8
20170310/2145,2113.1
20170310/2215,2109.8
20170310/2245,2105.5
20170310/2315,2105.9
20170310/2345,2108.1
20170311/0015,2104.1
20170311/0045,2104.9
20170311/0115,2115.8
20170311/0145,2123.1
20170311/0215,2125.5
20170311/0245,2126.7
20170311/0315,2122.1
20170311/0345,2117.7
20170311/0415,2117.3
20170311/0445,2116.9
20170311/0515,2114.1
20170311/0545,2111.2
20170311/0615,2112.6
20170311/0645,2113.3
20170311/0715,2111.5
20170311/0745,2112.6
20170311/0815,2114.0
20170311/0845,2114.4
20170311/0915,2111.6
20170311/0945,2109.8
20170311/1015,2110.0
20170311/1045,2106.2
20170311/1115,2107.9
20170311/1145,2113.2
20170311/1215,2117.8
20170311/1245,2122.4
20170311/1315,2122.2
20170311/1345,2120.9
20170311/1415,2127.6
20170311/1445,2130.7
20170311/1515,2127.6
20170311/1545,2128.4
20170311/1615,2126.2
20170311/1645,2126.3
20170311/1715,2129.4
20170311/1745,2130.8
20170311/1815,2129.4
20170311/1845,2129.6
